order_id,customer_id,customer_name,prod_id,product_name,product_category,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
2619,350,Johna Allison,2,Mouse,Accessories,Debit,2,75,7/7/2021 6:40,Brazil,Rio de Janeiro,BuyOurStuff.com,2619,Y,
2620,459,Mamie Chen,2,Mouse,Accessories,Credit,1,75,7/7/2021 7:36,Mexico,Mexico City,BuyOurStuff.com,2620,Y,
2621,197,Dolli Hoover,1,Headphones,Accessories,Pay-Pal,3,150,7/7/2021 7:57,Germany,Berlin,BuyOurStuff.com,2621,Y,
2622,661,Tonia Davis,6,Chair,Home & Office,Pay-Pal,1,80,7/7/2021 8:23,China,Beijing,BuyOurStuff.com,2622,Y,
2623,583,Robinia Moreno,5,Laptop,Computer,Credit,2,1000,7/7/2021 9:32,Argentina,Buenos Aires,BuyOurStuff.com,2623,Y,
2624,432,Lizzie Vincent,2,Mouse,Accessories,Crypto,3,75,7/7/2021 9:47,France,Paris,BuyOurStuff.com,2624,Y,
2625,428,Linzy Hubbard,6,Chair,Home & Office,Crypto,3,80,7/7/2021 9:48,United Kingdom,London,BuyOurStuff.com,2625,Y,
2626,517,Nadine Black,2,Mouse,Accessories,Pay-Pal,1,75,7/7/2021 10:40,Brazil,Rio de Janeiro,BuyOurStuff.com,2626,Y,
2627,334,Jeanna Phillips,2,Mouse,Accessories,Debit,3,75,7/7/2021 11:23,Mexico,Mexico City,BuyOurStuff.com,2627,Y,
2628,342,Jessy Deleon,7,Desk,Home & Office,Debit,2,150,7/7/2021 14:28,France,Paris,BuyOurStuff.com,2628,Y,
2629,143,Cindelyn Green,4,Desktop,Computer,Credit,2,750,7/7/2021 16:01,India,Delhi,BuyOurStuff.com,2629,Y,
2630,554,Peri Cain,7,Desk,Home & Office,Debit,3,150,7/7/2021 17:14,Peru,Lima,BuyOurStuff.com,2630,Y,
2631,476,Marnia Melendez,4,Desktop,Computer,Crypto,1,750,7/7/2021 17:38,Argentina,Buenos Aires,BuyOurStuff.com,2631,Y,
2632,313,Ileana Ruiz,2,Mouse,Accessories,Pay-Pal,1,75,7/7/2021 20:13,Brazil,Rio de Janeiro,BuyOurStuff.com,2632,Y,
2633,92,Bobinette Shah,4,Desktop,Computer,Crypto,1,750,7/7/2021 23:16,Colombia,Bogotá,BuyOurStuff.com,2633,N,Incorrect Payment Information
2634,120,Cassondra Liu,1,Headphones,Accessories,Crypto,3,150,7/7/2021 23:38,China,Beijing,BuyOurStuff.com,2634,Y,
2635,402,Lacie Walsh,6,Chair,Home & Office,Debit,2,80,7/8/2021 3:41,South Korea,Seoul,BuyOurStuff.com,2635,Y,
2636,428,Linzy Hubbard,9,Cell Phone,Mobile Device,Crypto,3,950,7/8/2021 8:08,United Kingdom,London,BuyOurStuff.com,2636,Y,
2637,411,Leanna Burns,3,Keyboard,Accessories,Credit,3,100,7/8/2021 9:29,Peru,Lima,BuyOurStuff.com,2637,Y,
2638,409,Lauryn Kramer,5,Laptop,Computer,Pay-Pal,3,1000,7/8/2021 9:42,India,Delhi,BuyOurStuff.com,2638,Y,
2639,6,Adelle Harrell,7,Desk,Home & Office,Debit,3,150,7/8/2021 10:31,Spain,Madrid,BuyOurStuff.com,2639,Y,
2640,585,Romona Navarro,3,Keyboard,Accessories,Pay-Pal,2,100,7/8/2021 13:49,China,Beijing,BuyOurStuff.com,2640,Y,
2641,303,Helena Dean,7,Desk,Home & Office,Credit,3,150,7/8/2021 13:53,Argentina,Buenos Aires,BuyOurStuff.com,2641,Y,
2642,555,Perry Fuller,5,Laptop,Computer,Credit,3,1000,7/8/2021 15:59,Argentina,Buenos Aires,BuyOurStuff.com,2642,N,Insufficient funds
2643,440,Louella Johnson,6,Chair,Home & Office,Crypto,3,80,7/8/2021 17:36,Spain,Madrid,BuyOurStuff.com,2643,Y,
2644,138,Chloris Arroyo,5,Laptop,Computer,Debit,2,1000,7/9/2021 5:44,Mexico,Mexico City,BuyOurStuff.com,2644,Y,
2645,382,Kayla Whitaker,3,Keyboard,Accessories,Debit,2,100,7/9/2021 7:42,China,Beijing,BuyOurStuff.com,2645,Y,
2646,656,Tiffie Solis,9,Cell Phone,Mobile Device,Crypto,3,950,7/9/2021 9:20,Thailand,Bangkok,BuyOurStuff.com,2646,Y,
2647,531,Ninnetta Moss,8,Tablet,Mobile Device,Credit,1,450,7/9/2021 13:18,United Kingdom,London,BuyOurStuff.com,2647,Y,
2648,695,Yolane Love,4,Desktop,Computer,Credit,2,750,7/9/2021 13:48,United Kingdom,London,BuyOurStuff.com,2648,Y,
2649,336,Jenda Gallagher,2,Mouse,Accessories,Crypto,1,75,7/9/2021 14:31,Thailand,Bangkok,BuyOurStuff.com,2649,N,Insufficient funds
2650,450,Madalyn Barber,3,Keyboard,Accessories,Debit,3,100,7/9/2021 17:39,United Kingdom,London,BuyOurStuff.com,2650,Y,
2651,32,Amii Pham,5,Laptop,Computer,Crypto,3,1000,7/9/2021 17:49,United Kingdom,London,BuyOurStuff.com,2651,Y,
2652,613,Sharai Mitchell,1,Headphones,Accessories,Pay-Pal,3,150,7/9/2021 18:34,China,Beijing,BuyOurStuff.com,2652,Y,
2653,135,Cherilyn Garrett,9,Cell Phone,Mobile Device,Credit,1,950,7/10/2021 0:02,South Korea,Seoul,BuyOurStuff.com,2653,Y,
2654,574,Renae Jackson,8,Tablet,Mobile Device,Debit,3,450,7/10/2021 5:30,China,Beijing,BuyOurStuff.com,2654,Y,
2655,160,Corly Mendez,9,Cell Phone,Mobile Device,Crypto,1,950,7/10/2021 10:42,Thailand,Bangkok,BuyOurStuff.com,2655,Y,
2656,612,Shannah Howell,4,Desktop,Computer,Crypto,2,750,7/10/2021 12:53,United Kingdom,London,BuyOurStuff.com,2656,Y,
2657,612,Shannah Howell,9,Cell Phone,Mobile Device,Crypto,3,950,7/10/2021 13:17,United Kingdom,London,BuyOurStuff.com,2657,Y,
2658,403,Lanae Henderson,7,Desk,Home & Office,Credit,3,150,7/10/2021 13:26,China,Beijing,BuyOurStuff.com,2658,Y,
2659,550,Paule Stokes,1,Headphones,Accessories,Debit,1,150,7/10/2021 14:21,Peru,Lima,BuyOurStuff.com,2659,Y,
2660,154,Constance Rangel,2,Mouse,Accessories,Debit,1,75,7/10/2021 15:35,Brazil,Rio de Janeiro,BuyOurStuff.com,2660,Y,
2661,451,Madeleine Thornton,9,Cell Phone,Mobile Device,Credit,1,950,7/10/2021 18:30,India,Delhi,BuyOurStuff.com,2661,Y,
2662,187,Deloria Vazquez,9,Cell Phone,Mobile Device,Credit,2,950,7/10/2021 19:02,China,Beijing,BuyOurStuff.com,2662,Y,
2663,500,Micheline Bowman,2,Mouse,Accessories,Crypto,2,75,7/10/2021 20:06,China,Beijing,BuyOurStuff.com,2663,N,Insufficient funds
2664,155,Consuela Serrano,2,Mouse,Accessories,Credit,2,75,7/10/2021 21:18,Thailand,Bangkok,BuyOurStuff.com,2664,Y,
2665,455,Mahalia Carey,3,Keyboard,Accessories,Credit,2,100,7/10/2021 22:00,South Korea,Seoul,BuyOurStuff.com,2665,Y,
2666,104,Cam Guzman,6,Chair,Home & Office,Crypto,1,80,7/11/2021 1:07,Argentina,Buenos Aires,BuyOurStuff.com,2666,Y,
2667,596,Rozele Schneider,2,Mouse,Accessories,Crypto,2,75,7/11/2021 1:29,Brazil,Rio de Janeiro,BuyOurStuff.com,2667,Y,
2668,52,Ardys Logan,9,Cell Phone,Mobile Device,Crypto,2,950,7/11/2021 2:30,United States,New York,BuyOurStuff.com,2668,Y,
2669,536,Norine Acosta,3,Keyboard,Accessories,Crypto,3,100,7/11/2021 8:52,France,Paris,BuyOurStuff.com,2669,Y,
2670,281,Ginnie Pena,4,Desktop,Computer,Pay-Pal,1,750,7/11/2021 10:21,Colombia,Bogotá,BuyOurStuff.com,2670,Y,
2671,312,Ida Gallegos,2,Mouse,Accessories,Crypto,1,75,7/11/2021 10:25,France,Paris,BuyOurStuff.com,2671,Y,
2672,58,Asia Fleming,7,Desk,Home & Office,Debit,3,150,7/11/2021 13:06,Thailand,Bangkok,BuyOurStuff.com,2672,Y,
2673,9,Aeriela Peterson,8,Tablet,Mobile Device,Pay-Pal,3,450,7/11/2021 13:31,Colombia,Bogotá,BuyOurStuff.com,2673,Y,
2674,207,Dotty Kelley,1,Headphones,Accessories,Credit,1,150,7/11/2021 14:57,France,Paris,BuyOurStuff.com,2674,Y,
2675,99,Britte Harvey,8,Tablet,Mobile Device,Credit,2,450,7/11/2021 15:07,India,Delhi,BuyOurStuff.com,2675,Y,
2676,605,Sarette Richard,8,Tablet,Mobile Device,Pay-Pal,2,450,7/11/2021 15:09,United Kingdom,London,BuyOurStuff.com,2676,Y,
2677,505,Minne Barton,5,Laptop,Computer,Pay-Pal,3,1000,7/11/2021 15:19,Colombia,Bogotá,BuyOurStuff.com,2677,Y,
2678,571,Rebeca Evans,6,Chair,Home & Office,Credit,3,80,7/11/2021 18:55,South Korea,Seoul,BuyOurStuff.com,2678,Y,
2679,27,Althea Estrada,3,Keyboard,Accessories,Credit,1,100,7/11/2021 19:29,Peru,Lima,BuyOurStuff.com,2679,Y,
2680,256,Fina Holland,2,Mouse,Accessories,Crypto,3,75,7/11/2021 20:33,Japan,Tokyo,BuyOurStuff.com,2680,Y,
2681,93,Brana Jennings,3,Keyboard,Accessories,Pay-Pal,2,100,7/11/2021 21:45,Spain,Madrid,BuyOurStuff.com,2681,Y,
2682,335,Jemie Ford,2,Mouse,Accessories,Credit,1,75,7/11/2021 21:48,United States,New York,BuyOurStuff.com,2682,Y,
2683,575,Renie Day,4,Desktop,Computer,Credit,2,750,7/11/2021 22:28,Brazil,Rio de Janeiro,BuyOurStuff.com,2683,Y,
2684,313,Ileana Ruiz,2,Mouse,Accessories,Pay-Pal,3,75,7/12/2021 6:26,Brazil,Rio de Janeiro,BuyOurStuff.com,2684,Y,
2685,201,Doralynne Newman,1,Headphones,Accessories,Pay-Pal,2,150,7/12/2021 7:24,China,Beijing,BuyOurStuff.com,2685,Y,
2686,392,Kirbee Salinas,4,Desktop,Computer,Crypto,1,750,7/12/2021 10:48,Argentina,Buenos Aires,BuyOurStuff.com,2686,Y,
2687,517,Nadine Black,7,Desk,Home & Office,Pay-Pal,2,150,7/12/2021 11:47,Brazil,Rio de Janeiro,BuyOurStuff.com,2687,Y,
2688,253,Feliza Dawson,5,Laptop,Computer,Pay-Pal,2,1000,7/12/2021 12:44,France,Paris,BuyOurStuff.com,2688,Y,
2689,413,Leia Dickerson,3,Keyboard,Accessories,Pay-Pal,3,100,7/12/2021 13:33,Mexico,Mexico City,BuyOurStuff.com,2689,Y,
2690,660,Tomasina Christian,4,Desktop,Computer,Crypto,3,750,7/12/2021 14:01,Japan,Tokyo,BuyOurStuff.com,2690,Y,
2691,41,Annabela Cohen,3,Keyboard,Accessories,Pay-Pal,3,100,7/12/2021 16:04,Argentina,Buenos Aires,BuyOurStuff.com,2691,N,Incorrect Payment Information
2692,604,Sara-Ann Cunningham,4,Desktop,Computer,Crypto,2,750,7/12/2021 16:19,Peru,Lima,BuyOurStuff.com,2692,Y,
2693,108,Caressa Scott,6,Chair,Home & Office,Crypto,1,80,7/12/2021 17:11,France,Paris,BuyOurStuff.com,2693,Y,
2694,458,Mallory Kirby,9,Cell Phone,Mobile Device,Debit,1,950,7/12/2021 18:44,Brazil,Rio de Janeiro,BuyOurStuff.com,2694,Y,
2695,666,Trudie Burnett,1,Headphones,Accessories,Debit,2,150,7/13/2021 0:42,Germany,Berlin,BuyOurStuff.com,2695,Y,
2696,85,Bibby Pittman,8,Tablet,Mobile Device,Pay-Pal,3,450,7/13/2021 1:55,Japan,Tokyo,BuyOurStuff.com,2696,Y,
2697,687,Wileen Hampton,1,Headphones,Accessories,Credit,1,150,7/13/2021 2:25,Japan,Tokyo,BuyOurStuff.com,2697,Y,
2698,334,Jeanna Phillips,5,Laptop,Computer,Debit,3,1000,7/13/2021 2:40,Mexico,Mexico City,BuyOurStuff.com,2698,Y,
2699,230,Emilia Pineda,9,Cell Phone,Mobile Device,Debit,1,950,7/13/2021 4:13,United Kingdom,London,BuyOurStuff.com,2699,Y,
2700,217,Ekaterina Hunt,7,Desk,Home & Office,Pay-Pal,3,150,7/13/2021 4:42,Mexico,Mexico City,BuyOurStuff.com,2700,Y,
2701,347,Joceline Sims,7,Desk,Home & Office,Credit,1,150,7/13/2021 8:18,Mexico,Mexico City,BuyOurStuff.com,2701,Y,
2702,144,Cissiee Rodriguez,4,Desktop,Computer,Crypto,2,750,7/13/2021 9:43,United States,New York,BuyOurStuff.com,2702,Y,
2703,448,Lynnea Morris,1,Headphones,Accessories,Crypto,3,150,7/13/2021 11:22,United States,New York,BuyOurStuff.com,2703,Y,
2704,410,Layla Bowers,2,Mouse,Accessories,Debit,1,75,7/13/2021 12:06,India,Delhi,BuyOurStuff.com,2704,Y,
2705,259,Florie Nicholson,2,Mouse,Accessories,Credit,1,75,7/13/2021 14:41,Germany,Berlin,BuyOurStuff.com,2705,Y,
2706,431,Livvyy Bush,8,Tablet,Mobile Device,Credit,1,450,7/13/2021 15:33,Brazil,Rio de Janeiro,BuyOurStuff.com,2706,Y,
2707,100,Brooks Gill,7,Desk,Home & Office,Crypto,2,150,7/13/2021 16:15,South Korea,Seoul,BuyOurStuff.com,2707,Y,
2708,29,Alyssa Bell,5,Laptop,Computer,Pay-Pal,1,1000,7/14/2021 0:22,Japan,Tokyo,BuyOurStuff.com,2708,Y,
2709,520,Nannie Torres,7,Desk,Home & Office,Crypto,3,150,7/14/2021 2:57,Mexico,Mexico City,BuyOurStuff.com,2709,Y,
2710,464,Margarette Collier,1,Headphones,Accessories,Crypto,1,150,7/14/2021 4:44,Spain,Madrid,BuyOurStuff.com,2710,Y,
2711,134,Chere Griffith,4,Desktop,Computer,Debit,3,750,7/14/2021 6:44,India,Delhi,BuyOurStuff.com,2711,Y,
2712,646,Tarra Kane,9,Cell Phone,Mobile Device,Debit,1,950,7/14/2021 7:10,Brazil,Rio de Janeiro,BuyOurStuff.com,2712,Y,
2713,409,Lauryn Kramer,9,Cell Phone,Mobile Device,Pay-Pal,3,950,7/14/2021 9:46,India,Delhi,BuyOurStuff.com,2713,Y,
2714,678,Viki Flynn,5,Laptop,Computer,Debit,1,1000,7/14/2021 10:20,Colombia,Bogotá,BuyOurStuff.com,2714,Y,
2715,555,Perry Fuller,6,Chair,Home & Office,Credit,3,80,7/14/2021 11:34,Argentina,Buenos Aires,BuyOurStuff.com,2715,Y,
2716,167,Cyndie Harmon,8,Tablet,Mobile Device,Credit,1,450,7/14/2021 13:46,Brazil,Rio de Janeiro,BuyOurStuff.com,2716,Y,
2717,587,Rori Lam,8,Tablet,Mobile Device,Credit,2,450,7/14/2021 15:34,Colombia,Bogotá,BuyOurStuff.com,2717,Y,
2718,494,Merci Stanley,6,Chair,Home & Office,Debit,2,80,7/14/2021 17:39,Japan,Tokyo,BuyOurStuff.com,2718,Y,
2719,597,Rubie Blake,1,Headphones,Accessories,Pay-Pal,3,150,7/14/2021 20:18,China,Beijing,BuyOurStuff.com,2719,Y,
2720,492,Mellicent Lee,6,Chair,Home & Office,Crypto,2,80,7/14/2021 21:30,Argentina,Buenos Aires,BuyOurStuff.com,2720,Y,
2721,369,Karena Ball,8,Tablet,Mobile Device,Pay-Pal,3,450,7/14/2021 21:50,Mexico,Mexico City,BuyOurStuff.com,2721,Y,
2722,421,Liana Gardner,4,Desktop,Computer,Pay-Pal,2,750,7/14/2021 23:04,United Kingdom,London,BuyOurStuff.com,2722,Y,
2723,344,Jinny Mack,5,Laptop,Computer,Crypto,1,1000,7/15/2021 6:21,South Korea,Seoul,BuyOurStuff.com,2723,Y,
2724,132,Charmaine Mejia,6,Chair,Home & Office,Crypto,1,80,7/15/2021 7:25,Mexico,Mexico City,BuyOurStuff.com,2724,Y,
2725,233,Emylee Callahan,8,Tablet,Mobile Device,Pay-Pal,2,450,7/15/2021 8:18,Colombia,Bogotá,BuyOurStuff.com,2725,Y,
2726,622,Shirlee Hammond,7,Desk,Home & Office,Debit,2,150,7/15/2021 8:24,South Korea,Seoul,BuyOurStuff.com,2726,Y,
2727,516,Myrtice Young,1,Headphones,Accessories,Crypto,1,150,7/15/2021 8:42,France,Paris,BuyOurStuff.com,2727,Y,
2728,459,Mamie Chen,6,Chair,Home & Office,Credit,1,80,7/15/2021 11:13,Mexico,Mexico City,BuyOurStuff.com,2728,Y,
2729,448,Lynnea Morris,7,Desk,Home & Office,Crypto,3,150,7/15/2021 13:49,United States,New York,BuyOurStuff.com,2729,Y,
2730,175,Darci Shaw,1,Headphones,Accessories,Credit,3,150,7/15/2021 16:02,Thailand,Bangkok,BuyOurStuff.com,2730,Y,
2731,204,Doro Brock,3,Keyboard,Accessories,Crypto,1,100,7/15/2021 20:49,Mexico,Mexico City,BuyOurStuff.com,2731,Y,
2732,224,Elmira Monroe,8,Tablet,Mobile Device,Crypto,3,450,7/15/2021 21:51,Spain,Madrid,BuyOurStuff.com,2732,Y,
2733,562,Priscilla Houston,8,Tablet,Mobile Device,Debit,1,450,7/15/2021 23:39,France,Paris,BuyOurStuff.com,2733,Y,
2734,387,Kerrin Butler,2,Mouse,Accessories,Credit,2,75,7/15/2021 23:51,France,Paris,BuyOurStuff.com,2734,Y,
2735,345,Joane Griffin,4,Desktop,Computer,Pay-Pal,1,750,7/16/2021 5:45,Japan,Tokyo,BuyOurStuff.com,2735,Y,
2736,291,Gui Lara,3,Keyboard,Accessories,Credit,3,100,7/16/2021 7:06,China,Beijing,BuyOurStuff.com,2736,Y,
2737,642,Talya Freeman,6,Chair,Home & Office,Debit,2,80,7/16/2021 8:09,Colombia,Bogotá,BuyOurStuff.com,2737,Y,
2738,559,Phylis Robertson,5,Laptop,Computer,Credit,1,1000,7/16/2021 10:30,Mexico,Mexico City,BuyOurStuff.com,2738,Y,
2739,508,Misha Fowler,5,Laptop,Computer,Crypto,1,1000,7/16/2021 10:32,Spain,Madrid,BuyOurStuff.com,2739,Y,
2740,409,Lauryn Kramer,9,Cell Phone,Mobile Device,Pay-Pal,1,950,7/16/2021 14:04,India,Delhi,BuyOurStuff.com,2740,Y,
2741,90,Blondelle Miranda,3,Keyboard,Accessories,Debit,2,100,7/16/2021 17:07,United States,New York,BuyOurStuff.com,2741,Y,
2742,516,Myrtice Young,7,Desk,Home & Office,Crypto,1,150,7/16/2021 18:30,France,Paris,BuyOurStuff.com,2742,Y,
2743,509,Modestia Chase,9,Cell Phone,Mobile Device,Pay-Pal,2,950,7/16/2021 21:14,United States,New York,BuyOurStuff.com,2743,Y,
2744,245,Evita Cervantes,8,Tablet,Mobile Device,Pay-Pal,3,450,7/16/2021 21:20,Mexico,Mexico City,BuyOurStuff.com,2744,Y,
2745,688,Willetta Salazar,7,Desk,Home & Office,Crypto,2,150,7/16/2021 23:03,Argentina,Buenos Aires,BuyOurStuff.com,2745,Y,
2746,236,Ermengarde Keller,8,Tablet,Mobile Device,Crypto,3,450,7/16/2021 23:41,United States,New York,BuyOurStuff.com,2746,Y,
2747,505,Minne Barton,7,Desk,Home & Office,Pay-Pal,3,150,7/17/2021 1:46,Colombia,Bogotá,BuyOurStuff.com,2747,Y,
2748,372,Karly Morgan,1,Headphones,Accessories,Crypto,1,150,7/17/2021 2:38,Brazil,Rio de Janeiro,BuyOurStuff.com,2748,Y,
2749,324,Jaclyn Porter,4,Desktop,Computer,Crypto,2,750,7/17/2021 2:43,China,Beijing,BuyOurStuff.com,2749,Y,
2750,201,Doralynne Newman,3,Keyboard,Accessories,Pay-Pal,2,100,7/17/2021 7:12,China,Beijing,BuyOurStuff.com,2750,Y,
2751,211,Dyann Murphy,6,Chair,Home & Office,Credit,1,80,7/17/2021 8:22,Colombia,Bogotá,BuyOurStuff.com,2751,Y,
2752,140,Christian Willis,3,Keyboard,Accessories,Crypto,3,100,7/17/2021 8:52,Spain,Madrid,BuyOurStuff.com,2752,Y,
2753,384,Kellen Tucker,7,Desk,Home & Office,Crypto,1,150,7/17/2021 9:57,Brazil,Rio de Janeiro,BuyOurStuff.com,2753,Y,
2754,571,Rebeca Evans,2,Mouse,Accessories,Credit,1,75,7/17/2021 10:32,South Korea,Seoul,BuyOurStuff.com,2754,Y,
2755,691,Winny Lang,5,Laptop,Computer,Credit,2,1000,7/17/2021 10:58,Peru,Lima,BuyOurStuff.com,2755,Y,
2756,495,Meriel Horton,7,Desk,Home & Office,Credit,2,150,7/17/2021 12:50,France,Paris,BuyOurStuff.com,2756,Y,
2757,487,Meg Wood,7,Desk,Home & Office,Credit,2,150,7/17/2021 15:23,China,Beijing,BuyOurStuff.com,2757,Y,
2758,196,Dode Zuniga,3,Keyboard,Accessories,Crypto,3,100,7/17/2021 15:43,Argentina,Buenos Aires,BuyOurStuff.com,2758,N,Incorrect Payment Information
2759,456,Maisey Armstrong,3,Keyboard,Accessories,Crypto,3,100,7/17/2021 16:18,United States,New York,BuyOurStuff.com,2759,Y,
2760,393,Kirstin Larson,1,Headphones,Accessories,Pay-Pal,2,150,7/17/2021 17:48,France,Paris,BuyOurStuff.com,2760,Y,
2761,499,Michaelina Flores,4,Desktop,Computer,Credit,2,750,7/17/2021 18:16,South Korea,Seoul,BuyOurStuff.com,2761,Y,
2762,344,Jinny Mack,3,Keyboard,Accessories,Crypto,3,100,7/17/2021 20:42,South Korea,Seoul,BuyOurStuff.com,2762,Y,
2763,134,Chere Griffith,5,Laptop,Computer,Debit,3,1000,7/18/2021 0:19,India,Delhi,BuyOurStuff.com,2763,Y,
2764,246,Ezmeralda Wall,2,Mouse,Accessories,Debit,3,75,7/18/2021 0:27,Spain,Madrid,BuyOurStuff.com,2764,Y,
2765,582,Roberta Booth,1,Headphones,Accessories,Debit,2,150,7/18/2021 1:32,Peru,Lima,BuyOurStuff.com,2765,Y,
2766,542,Oona Chang,2,Mouse,Accessories,Debit,2,75,7/18/2021 2:09,South Korea,Seoul,BuyOurStuff.com,2766,Y,
2767,17,Alejandra Sanders,6,Chair,Home & Office,Pay-Pal,1,80,7/18/2021 2:25,Argentina,Buenos Aires,BuyOurStuff.com,2767,Y,
2768,683,Viviene Myers,9,Cell Phone,Mobile Device,Credit,1,950,7/18/2021 7:20,India,Delhi,BuyOurStuff.com,2768,Y,
2769,600,Sadie Hensley,8,Tablet,Mobile Device,Crypto,2,450,7/18/2021 7:31,Thailand,Bangkok,BuyOurStuff.com,2769,Y,
2770,157,Cordi Cummings,4,Desktop,Computer,Pay-Pal,1,750,7/18/2021 9:21,India,Delhi,BuyOurStuff.com,2770,Y,
2771,345,Joane Griffin,5,Laptop,Computer,Pay-Pal,1,1000,7/18/2021 10:52,Japan,Tokyo,BuyOurStuff.com,2771,Y,
2772,189,Dennie Franklin,7,Desk,Home & Office,Pay-Pal,2,150,7/18/2021 13:33,China,Beijing,BuyOurStuff.com,2772,Y,
2773,636,Susan Abbott,7,Desk,Home & Office,Crypto,2,150,7/18/2021 14:43,Peru,Lima,BuyOurStuff.com,2773,Y,
2774,13,Aili Vaughn,2,Mouse,Accessories,Pay-Pal,3,75,7/18/2021 14:57,Germany,Berlin,BuyOurStuff.com,2774,Y,
2775,652,Thalia Burton,2,Mouse,Accessories,Crypto,3,75,7/19/2021 0:29,United Kingdom,London,BuyOurStuff.com,2775,Y,
2776,593,Roslyn Richardson,1,Headphones,Accessories,Pay-Pal,2,150,7/19/2021 3:07,France,Paris,BuyOurStuff.com,2776,Y,
2777,284,Glenda Brewer,1,Headphones,Accessories,Crypto,3,150,7/19/2021 4:28,Argentina,Buenos Aires,BuyOurStuff.com,2777,Y,
2778,355,Josephine Coleman,4,Desktop,Computer,Credit,3,750,7/19/2021 6:35,Spain,Madrid,BuyOurStuff.com,2778,Y,
2779,292,Gusella Walker,7,Desk,Home & Office,Crypto,3,150,7/19/2021 8:08,Brazil,Rio de Janeiro,BuyOurStuff.com,2779,Y,
2780,314,Ilse Rose,2,Mouse,Accessories,Debit,3,75,7/19/2021 15:43,Germany,Berlin,BuyOurStuff.com,2780,Y,
2781,263,Fred Goodman,4,Desktop,Computer,Credit,2,750,7/19/2021 17:01,South Korea,Seoul,BuyOurStuff.com,2781,Y,
2782,637,Susette Dunn,7,Desk,Home & Office,Pay-Pal,2,150,7/19/2021 17:48,France,Paris,BuyOurStuff.com,2782,Y,
2783,493,Melodie Bradley,4,Desktop,Computer,Pay-Pal,3,750,7/19/2021 20:15,China,Beijing,BuyOurStuff.com,2783,Y,
2784,205,Dorothy Sosa,1,Headphones,Accessories,Pay-Pal,3,150,7/19/2021 20:40,United States,New York,BuyOurStuff.com,2784,Y,
2785,278,Gianina Huffman,9,Cell Phone,Mobile Device,Debit,3,950,7/19/2021 22:36,Peru,Lima,BuyOurStuff.com,2785,Y,
2786,677,Vevay Conley,6,Chair,Home & Office,Pay-Pal,2,80,7/20/2021 2:14,Argentina,Buenos Aires,BuyOurStuff.com,2786,Y,
2787,9,Aeriela Peterson,5,Laptop,Computer,Pay-Pal,2,1000,7/20/2021 4:19,Colombia,Bogotá,BuyOurStuff.com,2787,Y,
2788,638,Suzette Ortiz,8,Tablet,Mobile Device,Debit,1,450,7/20/2021 6:33,United Kingdom,London,BuyOurStuff.com,2788,Y,
2789,512,Morganica Maldonado,5,Laptop,Computer,Crypto,3,1000,7/20/2021 6:49,Brazil,Rio de Janeiro,BuyOurStuff.com,2789,Y,
2790,680,Violet Terry,9,Cell Phone,Mobile Device,Crypto,2,950,7/20/2021 8:50,Peru,Lima,BuyOurStuff.com,2790,Y,
2791,588,Rosabelle Mathis,7,Desk,Home & Office,Crypto,3,150,7/20/2021 10:04,Brazil,Rio de Janeiro,BuyOurStuff.com,2791,Y,
2792,469,Mariele Conner,2,Mouse,Accessories,Pay-Pal,2,75,7/20/2021 10:17,China,Beijing,BuyOurStuff.com,2792,Y,
2793,158,Corene Hart,3,Keyboard,Accessories,Debit,1,100,7/20/2021 14:34,Brazil,Rio de Janeiro,BuyOurStuff.com,2793,Y,
2794,384,Kellen Tucker,5,Laptop,Computer,Crypto,2,1000,7/20/2021 17:02,Brazil,Rio de Janeiro,BuyOurStuff.com,2794,Y,
2795,695,Yolane Love,1,Headphones,Accessories,Credit,2,150,7/20/2021 17:11,United Kingdom,London,BuyOurStuff.com,2795,Y,
2796,611,Shandie Gutierrez,8,Tablet,Mobile Device,Credit,3,450,7/20/2021 21:17,United Kingdom,London,BuyOurStuff.com,2796,Y,
2797,143,Cindelyn Green,8,Tablet,Mobile Device,Credit,3,450,7/21/2021 0:34,India,Delhi,BuyOurStuff.com,2797,Y,
2798,613,Sharai Mitchell,6,Chair,Home & Office,Pay-Pal,1,80,7/21/2021 1:13,China,Beijing,BuyOurStuff.com,2798,Y,
2799,209,Dulce Simon,4,Desktop,Computer,Pay-Pal,2,750,7/21/2021 1:33,Mexico,Mexico City,BuyOurStuff.com,2799,Y,
2800,255,Fidelia Nichols,3,Keyboard,Accessories,Credit,1,100,7/21/2021 1:57,Mexico,Mexico City,BuyOurStuff.com,2800,Y,
2801,591,Roseline Gonzales,3,Keyboard,Accessories,Credit,3,100,7/21/2021 2:33,Spain,Madrid,BuyOurStuff.com,2801,Y,
2802,568,Rani Bond,7,Desk,Home & Office,Crypto,1,150,7/21/2021 3:01,China,Beijing,BuyOurStuff.com,2802,Y,
2803,337,Jenilee Townsend,8,Tablet,Mobile Device,Pay-Pal,2,450,7/21/2021 4:07,Spain,Madrid,BuyOurStuff.com,2803,Y,
2804,383,Keelia Miles,4,Desktop,Computer,Credit,3,750,7/21/2021 7:02,United Kingdom,London,BuyOurStuff.com,2804,Y,
